H'pu,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Honorable, Resilient, Spiritual, Teamwork"
H'siod Braxx,Bolian,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Unruly"
H'Soillu,Caitian,Fed,Civilian,Advisor,Very Rare,None,,"Aggressive, Honorable"
H'Srriw,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Resolve, Telepathic, Unruly"
H'Suli,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Telepathic"
Hanpab,Benzite,Fed,Civilian,Advisor,Very Rare,None,,"Resilient, Stubborn"
Harso,Karemma,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Tactful, Teamwork"
Heln,Saurian,Fed,Civilian,Advisor,Very Rare,None,0,"Cold Blooded, Resilient"
Hirdg,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,"Spiritual, Telepathic"
Horr Eslat,Bolian,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Honorable"
Horrathal,Karemma,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Honorable, Tactful"
Hsaas,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Telepathic"
Hselantu,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Unruly"
Igizid Zyrrig,Bajoran,Fed,Civilian,Advisor,Very Rare,None,,Spiritual
Ijki,Ferengi,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Unscrupulous"
Iltin Dlexx,Bolian,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Emotional"
Iraa'ghith,Gorn,KDF,Civilian,Advisor,Very Rare,None,0,"Cold Blooded, Eidetic Memory, Logical"
Iraa'tsheh,Gorn,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Cold Blooded, Resilient"
Irbri Broz,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Telepathic"
Iryel,Trill,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Emotional"
Isreal Olin Seigfried,Human,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Founders of the Federation, Stubborn"
Izdlos Ddaza,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Telepathic"
Izom Ophozi,Aenar,Fed,Civilian,Advisor,Very Rare,None,,"Peaceful, Teamwork, Telepathic"
Jalor Ordel,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Congenial, Emotional, Resolve"
Janufrair,Orion,KDF,Civilian,Advisor,Very Rare,None,0,"Peaceful, Resolve, Seductive"
Janul,Trill,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Teamwork"
Jeey Oybiz,Bajoran,Fed,Civilian,Advisor,Very Rare,None,0,"Honorable, Resolve, Spiritual"
Jeich-irkoo,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Spiritual"
Jhe'lyp T'thyv,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Honorable, Teamwork"
Jhimyl Ashlym,Andorian,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Founders of the Federation, Honorable"
Jhrer Ophlym,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Honorable, Spiritual"
Jivv,Lethean,Fed,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Telepathic, Unruly, Unscrupulous"
Jodnuh,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resilient, Unruly"
Junior Ray Eaglin,Human,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Peaceful, Teamwork"
K'Konuc,Klingon,Fed,Civilian,Advisor,Very Rare,None,,"Aggressive, Honorable, Resilient"
K'Ronu,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Honorable, Resilient, Stubborn"
Kaanlrym Odawim,Bajoran,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Resolve, Tactful"
Kalor Lang,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Resolve, Unscrupulous"
Katharine Karyl Limthong,Human,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Founders of the Federation, Teamwork"
Kdan,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Founders of the Federation, Stubborn"
Keevgos,Vorta,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Peaceful, Tactful, Telekinesis"
Kess,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Teamwork, Telepathic"
Kila,Trill,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Telepathic"
Kilal Trennit,Xindi-Arboreal,KDF,Civilian,Advisor,Ultra Rare,None,3,"Congenial, Cunning, Resolve, Teamwork, Unscrupulous"
Kisda Dyloos,Bajoran,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Unruly"
Klihlo,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Peaceful, Seductive"
Kolek,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Stubborn"
Koybooquir,Deltan,Fed,Civilian,Advisor,Very Rare,None,,"Seductive, Telepathic, Unscrupulous"
Kugkod,Lethean,KDF,Civilian,Advisor,Very Rare,None,,"Eidetic Memory, Stubborn, Telepathic"
Kulin Lang,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Emotional, Resolve, Unscrupulous"
Lakmak,Karemma,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Teamwork, Unscrupulous"
Lalimse,Karemma,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Tactful, Teamwork"
Lanciha,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Honorable, Resilient, Stubborn"
Larho,Klingon,Fed,Civilian,Advisor,Very Rare,None,,"Aggressive, Honorable, Resilient"
Larsel,Karemma,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Teamwork, Unscrupulous"
Laudun,Paradan,Fed,Civilian,Advisor,Very Rare,None,0,"Efficient, Emotional, Unscrupulous"
Leip,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,"Spiritual, Tactful"
Lenher,Trill,Fed,Civilian,Advisor,Very Rare,None,0,"Teamwork, Telepathic"
Lisjha Inzoliph,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Honorable, Teamwork"
Llezani,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Congenial, Seductive, Teamwork, Unscrupulous"
Lonha Dorn,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Founders of the Federation, Honorable, Resolve"
Lormon,Karemma,Fed,Civilian,Advisor,Very Rare,None,0,"Cunning, Honorable, Tactful"
Lr'rasra,Caitian,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Emotional, Unruly, Unscrupulous"
Lurfaduli,Wadi,KDF,Civilian,Advisor,Very Rare,None,0,"Congenial, Emotional, Tactful"
Lymesh,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Emotional, Seductive, Unscrupulous"
Lymooty Esher,Bajoran,Fed,Civilian,Advisor,Very Rare,None,,Spiritual
M'awi,Caitian,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Unruly"
M'Kir,Caitian,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Emotional"
M'Kusase,Caitian,Fed,Civilian,Advisor,Very Rare,None,,"Aggressive, Emotional"
M'mowa,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Emotional, Resolve"
M'mullo,Caitian,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Honorable"
Maamuv,Vulcan,Fed,Civilian,Advisor,Very Rare,None,,"Founders of the Federation, Logical, Telepathic"
Malkadt,Karemma,Fed,Civilian,Advisor,Very Rare,None,2,"Cunning, Resolve, Tactful, Teamwork"
Marayn Belor,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Congenial, Emotional, Resolve"
Marikon,Nausicaan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Unruly, Unscrupulous"
Maritza Prin,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Emotional, Resolve"
Mason Darnell Labaro,Human,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Founders of the Federation, Teamwork"
Meer,Deltan,Fed,Civilian,Advisor,Very Rare,None,,"Logical, Seductive, Telepathic"
Memak Pejal,Cardassian,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Eidetic Memory, Resolve"
Mochaak,Klingon,KDF,Civilian,Advisor,Very Rare,None,,"Resolve, Telekinesis, Telepathic, Unruly"
Mogez,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Honorable, Stubborn"
Mohg'qo Brell,Bolian,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Unruly"
Moret Zulen,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Resolve, Teamwork"
Moteg,Orion,KDF,Civilian,Advisor,Very Rare,None,0,"Cunning, Teamwork, Unscrupulous"
Myz'phim Aztinn,Aenar,KDF,Civilian,Advisor,Very Rare,None,,"Peaceful, Tactful, Teamwork, Telepathic"
N'Durin,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Honorable, Logical, Resilient"
Nafmu,Orion,KDF,Civilian,Advisor,Very Rare,None,0,"Logical, Seductive"
Namin Zalor,Cardassian,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Eidetic Memory, Emotional"
Narfada,Wadi,KDF,Civilian,Advisor,Very Rare,None,0,"Congenial, Logical, Tactful"
Narle,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Seductive, Teamwork, Unscrupulous"
Nedig,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Cunning, Emotional, Unscrupulous"
Nemid Droi,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Seductive, Telepathic"
Ninnni,Benzite,Fed,Civilian,Advisor,Very Rare,None,0,"Efficient, Honorable"
Nisnnaf,Benzite,Fed,Civilian,Advisor,Very Rare,None,,"Resilient, Teamwork"
Nolmus,Nausicaan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Unruly, Unscrupulous"
Nolor Mayal,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Emotional, Resolve"
Norys Shohr,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Emotional, Founders of the Federation"
Nujtnor,Lethean,KDF,Civilian,Advisor,Very Rare,None,,"Stubborn, Telepathic, Unscrupulous"
Nulmad,Benzite,Fed,Civilian,Advisor,Very Rare,None,,"Efficient, Stubborn"
Nuthrad,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Cunning, Unscrupulous"
Nythla Ovrop,Aenar,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Peaceful, Telepathic"
Olilbra Broll,Bolian,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Unruly"
Oshka,Ferengi,Fed,Civilian,Advisor,Very Rare,None,,"Cunning, Unscrupulous"
Palasho Velhyz,Aenar,KDF,Civilian,Advisor,Very Rare,None,,"Eidetic Memory, Honorable, Peaceful, Telepathic"
Pavror,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Stubborn, Tactful"
Peetousy,Deltan,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Seductive, Telepathic"
Periz,Trill,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Emotional"
Pesn,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Stubborn"
Peza,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Stubborn, Unscrupulous"
Piara,Benzite,Fed,Civilian,Advisor,Very Rare,None,,"Resilient, Stubborn"
Pigemo,Saurian,Fed,Civilian,Advisor,Very Rare,None,,"Cold Blooded, Resilient, Tactful"
Pirix,Orion,KDF,Civilian,Advisor,Very Rare,None,0,"Cunning, Logical"
Plede,Benzite,Fed,Civilian,Advisor,Very Rare,None,,"Efficient, Logical"
Ptinza,Tellarite,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Founders of the Federation, Stubborn"
Pumthe,Nausicaan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Unruly"
Purze,Benzite,Fed,Civilian,Advisor,Very Rare,None,0,"Resilient, Teamwork"
Quin,Ferengi,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Cunning"
R'Rikka,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Stubborn"
R'Rine,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Stubborn"
R'Rre,Caitian,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Honorable"
Rahce,Saurian,Fed,Civilian,Advisor,Very Rare,None,,"Cold Blooded, Efficient, Resilient"
Rala,Paradan,Fed,Civilian,Advisor,Very Rare,None,0,"Efficient, Logical, Unscrupulous"
Rarulan,Paradan,Fed,Civilian,Advisor,Very Rare,None,0,"Efficient, Emotional, Logical"
Rebbecca Melvina Zickefoose,Human,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Founders of the Federation, Stubborn"
Rehla Izoti,Aenar,Fed,Civilian,Advisor,Very Rare,None,,"Peaceful, Teamwork, Telepathic"
Reno,Saurian,Fed,Civilian,Advisor,Very Rare,None,,"Cold Blooded, Resilient"
Restower,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,"Eidetic Memory, Spiritual"
Rixoreza Gluh,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Peaceful, Telepathic"
Rolla Onryriph,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Honorable, Spiritual"
Romge,Nausicaan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resolve, Unscrupulous"
Rong,Ferengi,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Unscrupulous"
Rorudodal,Wadi,KDF,Civilian,Advisor,Very Rare,None,0,"Congenial, Emotional, Logical"
Rrttess,Caitian,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Tactful, Teamwork"
Rrunu,Saurian,Fed,Civilian,Advisor,Very Rare,None,0,"Cold Blooded, Resilient, Teamwork"
Ruchose,Deltan,Fed,Civilian,Advisor,Very Rare,None,,"Seductive, Telepathic, Unscrupulous"
Rup Jelot,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Teamwork, Telepathic"
Rwixala Jasan,Betazoid,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Telepathic"
Ryeeli,Dosi,KDF,Civilian,Advisor,Very Rare,None,0,"Cunning, Emotional, Stubborn"
Rynha Ijhreb,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Aggressive, Founders of the Federation, Honorable, Tactful"
S'Mrrekk,Caitian,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Unruly"
S'tall,Ferasan,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Emotional, Resolve"
Saasir,Vulcan,Fed,Civilian,Advisor,Very Rare,None,,"Founders of the Federation, Logical, Tactful, Telepathic"
Sargak,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Honorable, Logical, Resilient"
Sarill,Romulan,Rom,Civilian,Advisor,Very Rare,None,0,"Cunning, Efficient, Emotional, Tactful"
Sarulle,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resilient, Unruly"
Seho,Ferengi,Fed,Civilian,Advisor,Very Rare,None,,"Cunning, Stubborn"
Seilza Bisasdra,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Seductive, Telepathic"
Selat,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Peaceful, Telepathic"
Sella Jentan,Cardassian,Fed,Civilian,Advisor,Very Rare,None,0,"Congenial, Emotional, Resolve"
Serin-Sed,Orion,KDF,Civilian,Advisor,Very Rare,None,,"Congenial, Cunning"
Setono,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Telepathic"
Sh'wiss,Caitian,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Honorable"
Sharleen Kera Portello,Human,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Peaceful, Teamwork"
Shimil Thyhl,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Founders of the Federation, Honorable"
Shoenowerz,Deltan,Fed,Civilian,Advisor,Very Rare,None,0,"Peaceful, Seductive, Telepathic"
Shoyhow,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,Spiritual
Shryl Ojhrob,Andorian,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Founders of the Federation, Honorable"
Sieiwe,Deltan,Fed,Civilian,Advisor,Very Rare,None,,"Seductive, Teamwork, Telepathic"
Siem Tlohll,Bolian,Fed,Civilian,Advisor,Very Rare,None,,Congenial
Siem Trohhd,Bolian,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Unruly"
Siluk,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Resolve, Tactful, Telepathic"
Simene Jyn'fossy,Bajoran,Fed,Civilian,Advisor,Very Rare,None,,"Efficient, Resolve, Spiritual"
Sirip,Vulcan,Fed,Civilian,Advisor,Very Rare,None,,"Founders of the Federation, Logical, Stubborn, Telepathic"
Slani Ghain,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Resolve, Unscrupulous"
Sodi Awmod,Bajoran,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Resolve, Tactful"
Soema,Trill,Fed,Civilian,Advisor,Very Rare,None,,"Congenial, Telepathic"
Soemoog,Deltan,Fed,Civilian,Advisor,Very Rare,None,,"Peaceful, Seductive, Telepathic"
Sofu,Ferengi,Fed,Civilian,Advisor,Very Rare,None,,"Cunning, Unscrupulous"
Son-gahl,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Aggressive, Resilient, Unscrupulous"
Soonyz,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,Spiritual
Soorr Kyj,Bajoran,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Resolve, Spiritual"
Sorra Ghib,Cardassian,KDF,Civilian,Advisor,Very Rare,None,0,"Congenial, Eidetic Memory, Resolve"
Sosat,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Tactful, Telepathic"
Stharg,Gorn,KDF,Civilian,Advisor,Very Rare,None,0,"Cold Blooded, Eidetic Memory, Logical, Resolve"
Stishunge,Rigelian,Fed,Civilian,Advisor,Very Rare,None,0,"Emotional, Spiritual"
Styd,Nausicaan,KDF,Civilian,Advisor,Very Rare,None,0,"Stubborn, Unruly, Unscrupulous"
Sufezena Prah,Betazoid,Fed,Civilian,Advisor,Very Rare,None,,"Emotional, Telepathic"
Suput,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Peaceful, Telepathic"
Syisyeab,Rigelian,Fed,Civilian,Advisor,Very Rare,None,,"Eidetic Memory, Spiritual"
Sysin,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Honorable, Resilient, Spiritual, Teamwork"
Sytan,Klingon,KDF,Civilian,Advisor,Very Rare,None,0,"Honorable, Resilient, Resolve, Spiritual, Teamwork"
T'Pau,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Eidetic Memory, Founders of the Federation, Logical"
T'Pel,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Teamwork, Telepathic"
T'Pomnu,Vulcan,Fed,Civilian,Advisor,Very Rare,None,0,"Founders of the Federation, Logical, Stubborn, Telepathic"
